Date,Time,Price
2022-08-23, 00:00:00 ,21392
2022-08-24, 00:00:00 ,21514
2022-08-25, 00:00:00 ,21356
2022-08-26, 00:00:00 ,21550
2022-08-27, 00:00:00 ,20222
2022-08-28, 00:00:00 ,20024
2022-08-29, 00:00:00 ,19552
2022-08-30, 00:00:00 ,20282
2022-08-31, 00:00:00 ,19802
2022-09-01, 00:00:00 ,20032
2022-09-02, 00:00:00 ,20125
2022-09-03, 00:00:00 ,19945
2022-09-04, 00:00:00 ,19822
2022-09-05, 00:00:00 ,19992
2022-09-06, 00:00:00 ,19787
2022-09-07, 00:00:00 ,18776
2022-09-08, 00:00:00 ,19283
2022-09-09, 00:00:00 ,19306
2022-09-10, 00:00:00 ,21363
2022-09-11, 00:00:00 ,21636
2022-09-12, 00:00:00 ,21824
2022-09-13, 00:00:00 ,22394
2022-09-14, 00:00:00 ,20162
2022-09-15, 00:00:00 ,20214
2022-09-16, 00:00:00 ,19694
2022-09-17, 00:00:00 ,19790
2022-09-18, 00:00:00 ,20109
2022-09-19, 00:00:00 ,19411
2022-09-20, 00:00:00 ,19533
2022-09-21, 00:00:00 ,18870
2022-09-22, 00:00:00 ,18448
2022-09-23, 00:00:00 ,19389
2022-09-24, 00:00:00 ,19280
2022-09-25, 00:00:00 ,18914
2022-09-26, 00:00:00 ,18800
2022-09-27, 00:00:00 ,19218
2022-09-28, 00:00:00 ,19064
2022-09-29, 00:00:00 ,19412
2022-09-30, 00:00:00 ,19584
2022-10-01, 00:00:00 ,19410
2022-10-02, 00:00:00 ,19302
2022-10-03, 00:00:00 ,19042
2022-10-04, 00:00:00 ,19624
2022-10-05, 00:00:00 ,20334
2022-10-06, 00:00:00 ,20150
2022-10-07, 00:00:00 ,19950
2022-10-08, 00:00:00 ,19522
2022-10-09, 00:00:00 ,19412
2022-10-10, 00:00:00 ,19437
2022-10-11, 00:00:00 ,19121
2022-10-12, 00:00:00 ,19050
2022-10-13, 00:00:00 ,19150
2022-10-14, 00:00:00 ,19371
2022-10-15, 00:00:00 ,19170
2022-10-16, 00:00:00 ,19054
2022-10-17, 00:00:00 ,19254
2022-10-18, 00:00:00 ,19540
2022-10-19, 00:00:00 ,19320
2022-10-20, 00:00:00 ,19120
2022-10-21, 00:00:00 ,19031
2022-10-22, 00:00:00 ,19160
2022-10-23, 00:00:00 ,19196
2022-10-24, 00:00:00 ,19566
2022-10-25, 00:00:00 ,19326
2022-10-26, 00:00:00 ,20076
2022-10-27, 00:00:00 ,20760
2022-10-28, 00:00:00 ,20290
2022-10-29, 00:00:00 ,20598
2022-10-30, 00:00:00 ,20806
2022-10-31, 00:00:00 ,20630
2022-11-01, 00:00:00 ,20490
2022-11-02, 00:00:00 ,20470
2022-11-03, 00:00:00 ,20137
2022-11-04, 00:00:00 ,20200
2022-11-05, 00:00:00 ,21136
2022-11-06, 00:00:00 ,21294
2022-11-07, 00:00:00 ,20900
2022-11-08, 00:00:00 ,20578
2022-11-09, 00:00:00 ,18530
2022-11-10, 00:00:00 ,15890
2022-11-11, 00:00:00 ,17548
2022-11-12, 00:00:00 ,16998
2022-11-13, 00:00:00 ,16782
2022-11-14, 00:00:00 ,16294
2022-11-15, 00:00:00 ,16587
2022-11-16, 00:00:00 ,16876
2022-11-17, 00:00:00 ,16636
2022-11-18, 00:00:00 ,16690
2022-11-19, 00:00:00 ,16668
2022-11-20, 00:00:00 ,16690
2022-11-21, 00:00:00 ,16260
2022-11-22, 00:00:00 ,15752
2022-11-23, 00:00:00 ,16196
2022-11-24, 00:00:00 ,16584
2022-11-25, 00:00:00 ,16583
2022-11-26, 00:00:00 ,16525
2022-11-27, 00:00:00 ,16444
2022-11-28, 00:00:00 ,16422
2022-11-29, 00:00:00 ,16210
2022-11-30, 00:00:00 ,16438
2022-12-01, 00:00:00 ,17160
2022-12-02, 00:00:00 ,16956
2022-12-03, 00:00:00 ,17082
2022-12-04, 00:00:00 ,16901
2022-12-05, 00:00:00 ,17121
2022-12-06, 00:00:00 ,16958
2022-12-07, 00:00:00 ,17074
2022-12-08, 00:00:00 ,16817
2022-12-09, 00:00:00 ,17223
2022-12-10, 00:00:00 ,17120
2022-12-11, 00:00:00 ,17122
2022-12-12, 00:00:00 ,17080
2022-12-13, 00:00:00 ,17198
2022-12-14, 00:00:00 ,17772
2022-12-15, 00:00:00 ,17812
2022-12-16, 00:00:00 ,17352
2022-12-17, 00:00:00 ,16618
2022-12-18, 00:00:00 ,16774
2022-12-19, 00:00:00 ,16744
2022-12-20, 00:00:00 ,16432
2022-12-21, 00:00:00 ,16891
2022-12-22, 00:00:00 ,16821
2022-12-23, 00:00:00 ,16809
2022-12-24, 00:00:00 ,16780
2022-12-25, 00:00:00 ,16828
2022-12-26, 00:00:00 ,16819
2022-12-27, 00:00:00 ,16920
2022-12-28, 00:00:00 ,16692
2022-12-29, 00:00:00 ,16538
2022-12-30, 00:00:00 ,16620
2022-12-31, 00:00:00 ,16602
2023-01-01, 00:00:00 ,16522
2023-01-02, 00:00:00 ,16610
2023-01-03, 00:00:00 ,16670
2023-01-04, 00:00:00 ,16656
2023-01-05, 00:00:00 ,16842
2023-01-06, 00:00:00 ,16818
2023-01-07, 00:00:00 ,16946
2023-01-08, 00:00:00 ,16940
2023-01-09, 00:00:00 ,17132
2023-01-10, 00:00:00 ,17167
2023-01-11, 00:00:00 ,17442
2023-01-12, 00:00:00 ,17942
2023-01-13, 00:00:00 ,18836
2023-01-14, 00:00:00 ,19921
2023-01-15, 00:00:00 ,20949
2023-01-16, 00:00:00 ,20878
2023-01-17, 00:00:00 ,21186
2023-01-18, 00:00:00 ,21118
2023-01-19, 00:00:00 ,20668
2023-01-20, 00:00:00 ,21063
2023-01-21, 00:00:00 ,22664
2023-01-22, 00:00:00 ,22778
2023-01-23, 00:00:00 ,22697
2023-01-24, 00:00:00 ,22914
2023-01-25, 00:00:00 ,22629
2023-01-26, 00:00:00 ,23056
2023-01-27, 00:00:00 ,23003
2023-01-28, 00:00:00 ,23070
2023-01-29, 00:00:00 ,23020
2023-01-30, 00:00:00 ,23742
2023-01-31, 00:00:00 ,22808
2023-02-01, 00:00:00 ,23114
2023-02-02, 00:00:00 ,23734
2023-02-03, 00:00:00 ,23488
2023-02-04, 00:00:00 ,23422
2023-02-05, 00:00:00 ,23298
2023-02-06, 00:00:00 ,22932
2023-02-07, 00:00:00 ,22756
2023-02-08, 00:00:00 ,23230
2023-02-09, 00:00:00 ,22952
2023-02-10, 00:00:00 ,21794
2023-02-11, 00:00:00 ,21619
2023-02-12, 00:00:00 ,21846
2023-02-13, 00:00:00 ,21779
2023-02-14, 00:00:00 ,21770
2023-02-15, 00:00:00 ,22190
2023-02-16, 00:00:00 ,24351
2023-02-17, 00:00:00 ,23514
2023-02-18, 00:00:00 ,24586
2023-02-19, 00:00:00 ,24638
2023-02-20, 00:00:00 ,24272
2023-02-21, 00:00:00 ,24855
2023-02-22, 00:00:00 ,24454
2023-02-23, 00:00:00 ,24178
2023-02-24, 00:00:00 ,23944
2023-02-25, 00:00:00 ,23176
2023-02-26, 00:00:00 ,23151
2023-02-27, 00:00:00 ,23548
2023-02-28, 00:00:00 ,23479
2023-03-01, 00:00:00 ,23132
2023-03-02, 00:00:00 ,23628
2023-03-03, 00:00:00 ,23453
2023-03-04, 00:00:00 ,22351
2023-03-05, 00:00:00 ,22338
2023-03-06, 00:00:00 ,22419
2023-03-07, 00:00:00 ,22396
2023-03-08, 00:00:00 ,22186
2023-03-09, 00:00:00 ,21685
2023-03-10, 00:00:00 ,20344
2023-03-11, 00:00:00 ,20186
2023-03-12, 00:00:00 ,20602
2023-03-13, 00:00:00 ,22179
2023-03-14, 00:00:00 ,24196
2023-03-15, 00:00:00 ,24730
2023-03-16, 00:00:00 ,24347
2023-03-17, 00:00:00 ,25034
2023-03-18, 00:00:00 ,27434
2023-03-19, 00:00:00 ,26966
2023-03-20, 00:00:00 ,28016
2023-03-21, 00:00:00 ,27790
2023-03-22, 00:00:00 ,28164
2023-03-23, 00:00:00 ,27290
2023-03-24, 00:00:00 ,28330
2023-03-25, 00:00:00 ,27478
2023-03-26, 00:00:00 ,27476
2023-03-27, 00:00:00 ,27978
2023-03-28, 00:00:00 ,27134
2023-03-29, 00:00:00 ,27254
2023-03-30, 00:00:00 ,28354
2023-03-31, 00:00:00 ,28017
2023-04-01, 00:00:00 ,28460
2023-04-02, 00:00:00 ,28450
2023-04-03, 00:00:00 ,28160
2023-04-04, 00:00:00 ,27794
2023-04-05, 00:00:00 ,28158
2023-04-06, 00:00:00 ,28160
2023-04-07, 00:00:00 ,28024
2023-04-08, 00:00:00 ,27899
2023-04-09, 00:00:00 ,27938
2023-04-10, 00:00:00 ,28326
2023-04-11, 00:00:00 ,29656
2023-04-12, 00:00:00 ,30220
2023-04-13, 00:00:00 ,29900
2023-04-14, 00:00:00 ,30384
2023-04-15, 00:00:00 ,30465
2023-04-16, 00:00:00 ,30299
2023-04-17, 00:00:00 ,30324
2023-04-18, 00:00:00 ,29424
2023-04-19, 00:00:00 ,30375
2023-04-20, 00:00:00 ,28780
2023-04-21, 00:00:00 ,28232
2023-04-22, 00:00:00 ,27261
2023-04-23, 00:00:00 ,27808
2023-04-24, 00:00:00 ,27580
2023-04-25, 00:00:00 ,27489
2023-04-26, 00:00:00 ,28286
2023-04-27, 00:00:00 ,28410
2023-04-28, 00:00:00 ,29462
2023-04-29, 00:00:00 ,29314
2023-04-30, 00:00:00 ,29232
2023-05-01, 00:00:00 ,29244
2023-05-02, 00:00:00 ,28064
2023-05-03, 00:00:00 ,28679
2023-05-04, 00:00:00 ,29044
2023-05-05, 00:00:00 ,28844
2023-05-06, 00:00:00 ,29524
2023-05-07, 00:00:00 ,28906
2023-05-08, 00:00:00 ,28498
2023-05-09, 00:00:00 ,27759
2023-05-10, 00:00:00 ,27626
2023-05-11, 00:00:00 ,27594
2023-05-12, 00:00:00 ,26970
2023-05-13, 00:00:00 ,26782
2023-05-14, 00:00:00 ,26768
2023-05-15, 00:00:00 ,26921
2023-05-16, 00:00:00 ,27154
2023-05-17, 00:00:00 ,27020
2023-05-18, 00:00:00 ,27397
2023-05-19, 00:00:00 ,26812
2023-05-20, 00:00:00 ,26878
2023-05-21, 00:00:00 ,27094
2023-05-22, 00:00:00 ,26745
2023-05-23, 00:00:00 ,26848
2023-05-24, 00:00:00 ,27208
2023-05-25, 00:00:00 ,26318
2023-05-26, 00:00:00 ,26462
2023-05-27, 00:00:00 ,26706
2023-05-28, 00:00:00 ,26859
2023-05-29, 00:00:00 ,28072
2023-05-30, 00:00:00 ,27733
2023-05-31, 00:00:00 ,27704
2023-06-01, 00:00:00 ,27204
2023-06-02, 00:00:00 ,26812
2023-06-03, 00:00:00 ,27234
2023-06-04, 00:00:00 ,27061
2023-06-05, 00:00:00 ,27104
2023-06-06, 00:00:00 ,25720
2023-06-07, 00:00:00 ,27228
2023-06-08, 00:00:00 ,26336
2023-06-09, 00:00:00 ,26500
2023-06-10, 00:00:00 ,26463
2023-06-11, 00:00:00 ,25834
2023-06-12, 00:00:00 ,25922
2023-06-13, 00:00:00 ,25897
2023-06-14, 00:00:00 ,25922
2023-06-15, 00:00:00 ,25108
2023-06-16, 00:00:00 ,25575
2023-06-17, 00:00:00 ,26334
2023-06-18, 00:00:00 ,26497
2023-06-19, 00:00:00 ,26332
2023-06-20, 00:00:00 ,26820
2023-06-21, 00:00:00 ,28308
2023-06-22, 00:00:00 ,30004
2023-06-23, 00:00:00 ,29883
2023-06-24, 00:00:00 ,30696
2023-06-25, 00:00:00 ,30536
2023-06-26, 00:00:00 ,30473
2023-06-27, 00:00:00 ,30250
2023-06-28, 00:00:00 ,30690
2023-06-29, 00:00:00 ,30058
2023-06-30, 00:00:00 ,30434
2023-07-01, 00:00:00 ,30456
2023-07-02, 00:00:00 ,30586
2023-07-03, 00:00:00 ,30610
2023-07-04, 00:00:00 ,31154
2023-07-05, 00:00:00 ,30752
2023-07-06, 00:00:00 ,30485
2023-07-07, 00:00:00 ,29882
2023-07-08, 00:00:00 ,30344
2023-07-09, 00:00:00 ,30274
2023-07-10, 00:00:00 ,30160
2023-07-11, 00:00:00 ,30415
2023-07-12, 00:00:00 ,30616
2023-07-13, 00:00:00 ,30374
2023-07-14, 00:00:00 ,31470
2023-07-15, 00:00:00 ,30298
2023-07-16, 00:00:00 ,30288
2023-07-17, 00:00:00 ,30228
2023-07-18, 00:00:00 ,30132
2023-07-19, 00:00:00 ,29853
2023-07-20, 00:00:00 ,29896
2023-07-21, 00:00:00 ,29794
2023-07-22, 00:00:00 ,29890
2023-07-23, 00:00:00 ,29778
2023-07-24, 00:00:00 ,30070
2023-07-25, 00:00:00 ,29159
2023-07-26, 00:00:00 ,29216
2023-07-27, 00:00:00 ,29334
2023-07-28, 00:00:00 ,29204
2023-07-29, 00:00:00 ,29303
2023-07-30, 00:00:00 ,29348
2023-07-31, 00:00:00 ,29266
2023-08-01, 00:00:00 ,29215
2023-08-02, 00:00:00 ,29702
2023-08-03, 00:00:00 ,29167
2023-08-04, 00:00:00 ,29178
2023-08-05, 00:00:00 ,29074
2023-08-06, 00:00:00 ,29056
2023-08-07, 00:00:00 ,29060
2023-08-08, 00:00:00 ,29184
2023-08-09, 00:00:00 ,29756
2023-08-10, 00:00:00 ,29554
2023-08-11, 00:00:00 ,29429
2023-08-12, 00:00:00 ,29390
2023-08-13, 00:00:00 ,29404
2023-08-14, 00:00:00 ,29273
2023-08-15, 00:00:00 ,29398
2023-08-16, 00:00:00 ,29160
2023-08-17, 00:00:00 ,28684
2023-08-18, 00:00:00 ,26591
2023-08-19, 00:00:00 ,26034
2023-08-20, 00:00:00 ,26087
2023-08-21, 00:00:00 ,26178
2023-08-22, 00:00:00 ,26118
2023-08-23, 00:00:00 ,26031
2023-08-24, 00:00:00 ,26414
2023-08-25, 00:00:00 ,26151
2023-08-26, 00:00:00 ,26037
2023-08-27, 00:00:00 ,25998
2023-08-28, 00:00:00 ,26080
2023-08-29, 00:00:00 ,26091
2023-08-30, 00:00:00 ,27706
2023-08-31, 00:00:00 ,27290
2023-09-01, 00:00:00 ,25920
2023-09-02, 00:00:00 ,25786
2023-09-03, 00:00:00 ,25858
2023-09-04, 00:00:00 ,25970
2023-09-05, 00:00:00 ,25798
2023-09-06, 00:00:00 ,25768
2023-09-07, 00:00:00 ,25738
2023-09-08, 00:00:00 ,26238
2023-09-09, 00:00:00 ,25890
2023-09-10, 00:00:00 ,25885
2023-09-11, 00:00:00 ,25824
2023-09-12, 00:00:00 ,25147
2023-09-13, 00:00:00 ,25830
2023-09-14, 00:00:00 ,26214
2023-09-15, 00:00:00 ,26518
2023-09-16, 00:00:00 ,26588
2023-09-17, 00:00:00 ,26552
2023-09-18, 00:00:00 ,26522
2023-09-19, 00:00:00 ,26752
2023-09-20, 00:00:00 ,27193
2023-09-21, 00:00:00 ,27110
2023-09-22, 00:00:00 ,26552
2023-09-23, 00:00:00 ,26572
2023-09-24, 00:00:00 ,26574
2023-09-25, 00:00:00 ,26228
2023-09-26, 00:00:00 ,26284
2023-09-27, 00:00:00 ,26198
2023-09-28, 00:00:00 ,26340
2023-09-29, 00:00:00 ,27010
2023-09-30, 00:00:00 ,26901
2023-10-01, 00:00:00 ,26962
2023-10-02, 00:00:00 ,27983
2023-10-03, 00:00:00 ,27490
2023-10-04, 00:00:00 ,27416
2023-10-05, 00:00:00 ,27767
2023-10-06, 00:00:00 ,27400
2023-10-07, 00:00:00 ,27936
2023-10-08, 00:00:00 ,27957
2023-10-09, 00:00:00 ,27920
2023-10-10, 00:00:00 ,27590
2023-10-11, 00:00:00 ,27374
2023-10-12, 00:00:00 ,26857
2023-10-13, 00:00:00 ,26742
2023-10-14, 00:00:00 ,26848
2023-10-15, 00:00:00 ,26844
2023-10-16, 00:00:00 ,27140
2023-10-17, 00:00:00 ,28494
2023-10-18, 00:00:00 ,28396
2023-10-19, 00:00:00 ,28316
2023-10-20, 00:00:00 ,28714
2023-10-21, 00:00:00 ,29668
2023-10-22, 00:00:00 ,29908
2023-10-23, 00:00:00 ,29988
2023-10-24, 00:00:00 ,33122
2023-10-25, 00:00:00 ,33936
2023-10-26, 00:00:00 ,34527
2023-10-27, 00:00:00 ,34160
2023-10-28, 00:00:00 ,33921
2023-10-29, 00:00:00 ,34110
2023-10-30, 00:00:00 ,34546
2023-10-31, 00:00:00 ,34504
2023-11-01, 00:00:00 ,34682
2023-11-02, 00:00:00 ,35472
2023-11-03, 00:00:00 ,34966
2023-11-04, 00:00:00 ,34727
2023-11-05, 00:00:00 ,35103
2023-11-06, 00:00:00 ,35056
2023-11-07, 00:00:00 ,35072
2023-11-08, 00:00:00 ,35434
2023-11-09, 00:00:00 ,35648
2023-11-10, 00:00:00 ,36729
2023-11-11, 00:00:00 ,37346
2023-11-12, 00:00:00 ,37167
2023-11-13, 00:00:00 ,37110
2023-11-14, 00:00:00 ,36472
2023-11-15, 00:00:00 ,35566
2023-11-16, 00:00:00 ,37907
2023-11-17, 00:00:00 ,36164
2023-11-18, 00:00:00 ,36615
2023-11-19, 00:00:00 ,36582
2023-11-20, 00:00:00 ,37390
2023-11-21, 00:00:00 ,37471
2023-11-22, 00:00:00 ,35705
2023-11-23, 00:00:00 ,37420
2023-11-24, 00:00:00 ,37280
2023-11-25, 00:00:00 ,37735
2023-11-26, 00:00:00 ,37795
2023-11-27, 00:00:00 ,37448
2023-11-28, 00:00:00 ,37238
2023-11-29, 00:00:00 ,37816
2023-11-30, 00:00:00 ,37854
2023-12-01, 00:00:00 ,37710
2023-12-02, 00:00:00 ,38724
2023-12-03, 00:00:00 ,39500
2023-12-04, 00:00:00 ,40024
2023-12-05, 00:00:00 ,42010
2023-12-06, 00:00:00 ,44108
2023-12-07, 00:00:00 ,43742
2023-12-08, 00:00:00 ,43278
2023-12-09, 00:00:00 ,44176
2023-12-10, 00:00:00 ,43728
2023-12-11, 00:00:00 ,43809
2023-12-12, 00:00:00 ,41230
2023-12-13, 00:00:00 ,41480
2023-12-14, 00:00:00 ,42873
2023-12-15, 00:00:00 ,43041
2023-12-16, 00:00:00 ,41961
2023-12-17, 00:00:00 ,42277
2023-12-18, 00:00:00 ,41350
2023-12-19, 00:00:00 ,42648
2023-12-20, 00:00:00 ,42275
2023-12-21, 00:00:00 ,43696
2023-12-22, 00:00:00 ,43900
2023-12-23, 00:00:00 ,44010
2023-12-24, 00:00:00 ,43735
2023-12-25, 00:00:00 ,43018
2023-12-26, 00:00:00 ,43628
2023-12-27, 00:00:00 ,42532
2023-12-28, 00:00:00 ,43474
2023-12-29, 00:00:00 ,42610
2023-12-30, 00:00:00 ,42068
2023-12-31, 00:00:00 ,42186
2024-01-01, 00:00:00 ,42315
2024-01-02, 00:00:00 ,44257
2024-01-03, 00:00:00 ,44982
2024-01-04, 00:00:00 ,42855
2024-01-05, 00:00:00 ,44169
2024-01-06, 00:00:00 ,44167
2024-01-07, 00:00:00 ,43966
2024-01-08, 00:00:00 ,43928
2024-01-09, 00:00:00 ,46995
2024-01-10, 00:00:00 ,46102
2024-01-11, 00:00:00 ,46658
2024-01-12, 00:00:00 ,46323
2024-01-13, 00:00:00 ,42731
2024-01-14, 00:00:00 ,42824
2024-01-15, 00:00:00 ,41686
2024-01-16, 00:00:00 ,42464
2024-01-17, 00:00:00 ,43108
2024-01-18, 00:00:00 ,42726
2024-01-19, 00:00:00 ,41264
2024-01-20, 00:00:00 ,41609
2024-01-21, 00:00:00 ,41653
2024-01-22, 00:00:00 ,41550
2024-01-23, 00:00:00 ,39504
2024-01-24, 00:00:00 ,39864
2024-01-25, 00:00:00 ,40056
2024-01-26, 00:00:00 ,39932
2024-01-27, 00:00:00 ,41795
2024-01-28, 00:00:00 ,42102
2024-01-29, 00:00:00 ,42022
2024-01-30, 00:00:00 ,43288
2024-01-31, 00:00:00 ,42911
2024-02-01, 00:00:00 ,42526
2024-02-02, 00:00:00 ,43054
2024-02-03, 00:00:00 ,43156
2024-02-04, 00:00:00 ,42975
2024-02-05, 00:00:00 ,42540
2024-02-06, 00:00:00 ,42652
2024-02-07, 00:00:00 ,43078
2024-02-08, 00:00:00 ,44324
2024-02-09, 00:00:00 ,45292
2024-02-10, 00:00:00 ,47145
2024-02-11, 00:00:00 ,47764
2024-02-12, 00:00:00 ,48330
2024-02-13, 00:00:00 ,49970
2024-02-14, 00:00:00 ,49740
2024-02-15, 00:00:00 ,51859
2024-02-16, 00:00:00 ,51970
2024-02-17, 00:00:00 ,52166
2024-02-18, 00:00:00 ,51695
2024-02-19, 00:00:00 ,52181
2024-02-20, 00:00:00 ,51798
2024-02-21, 00:00:00 ,52312
2024-02-22, 00:00:00 ,51898
2024-02-23, 00:00:00 ,51288
2024-02-24, 00:00:00 ,50736
2024-02-25, 00:00:00 ,51596
2024-02-26, 00:00:00 ,51754
2024-02-27, 00:00:00 ,54558
2024-02-28, 00:00:00 ,57104
2024-02-29, 00:00:00 ,62532
2024-03-01, 00:00:00 ,61214
2024-03-02, 00:00:00 ,62431
2024-03-03, 00:00:00 ,62076
2024-03-04, 00:00:00 ,63196
2024-03-05, 00:00:00 ,68332
2024-03-06, 00:00:00 ,63772
2024-03-07, 00:00:00 ,66124
2024-03-08, 00:00:00 ,66959
2024-03-09, 00:00:00 ,68260
2024-03-10, 00:00:00 ,68474
2024-03-11, 00:00:00 ,69028
2024-03-12, 00:00:00 ,72181
2024-03-13, 00:00:00 ,71487
2024-03-14, 00:00:00 ,73134
2024-03-15, 00:00:00 ,71324
2024-03-16, 00:00:00 ,69515
2024-03-17, 00:00:00 ,65264
2024-03-18, 00:00:00 ,68362
2024-03-19, 00:00:00 ,67620
2024-03-20, 00:00:00 ,61928
2024-03-21, 00:00:00 ,67870
2024-03-22, 00:00:00 ,65508
2024-03-23, 00:00:00 ,63860
2024-03-24, 00:00:00 ,64018
2024-03-25, 00:00:00 ,67268
2024-03-26, 00:00:00 ,69950
2024-03-27, 00:00:00 ,70049
2024-03-28, 00:00:00 ,69475
2024-03-29, 00:00:00 ,70812
2024-03-30, 00:00:00 ,69936
2024-03-31, 00:00:00 ,69664
2024-04-01, 00:00:00 ,71407
2024-04-02, 00:00:00 ,69715
2024-04-03, 00:00:00 ,65460
2024-04-04, 00:00:00 ,65943
2024-04-05, 00:00:00 ,68492
2024-04-06, 00:00:00 ,67825
2024-04-07, 00:00:00 ,68914
2024-04-08, 00:00:00 ,69333
2024-04-09, 00:00:00 ,71625
2024-04-10, 00:00:00 ,69094
2024-04-11, 00:00:00 ,70616
2024-04-12, 00:00:00 ,69990
2024-04-13, 00:00:00 ,67104
2024-04-14, 00:00:00 ,63942
2024-04-15, 00:00:00 ,65691
2024-04-16, 00:00:00 ,63419
2024-04-17, 00:00:00 ,63800
2024-04-18, 00:00:00 ,61235
2024-04-19, 00:00:00 ,63442
2024-04-20, 00:00:00 ,63804
2024-04-21, 00:00:00 ,64933
2024-04-22, 00:00:00 ,64922
2024-04-23, 00:00:00 ,66812
2024-04-24, 00:00:00 ,66384
2024-04-25, 00:00:00 ,64240
2024-04-26, 00:00:00 ,64459
2024-04-27, 00:00:00 ,63716
2024-04-28, 00:00:00 ,63383
2024-04-29, 00:00:00 ,63072
2024-04-30, 00:00:00 ,63820
2024-05-01, 00:00:00 ,60596
2024-05-02, 00:00:00 ,58230
2024-05-03, 00:00:00 ,59029
2024-05-04, 00:00:00 ,62890
2024-05-05, 00:00:00 ,63886
2024-05-06, 00:00:00 ,63996
2024-05-07, 00:00:00 ,63145
2024-05-08, 00:00:00 ,62300
2024-05-09, 00:00:00 ,61152
2024-05-10, 00:00:00 ,63038
2024-05-11, 00:00:00 ,60757
2024-05-12, 00:00:00 ,60796
2024-05-13, 00:00:00 ,61438
2024-05-14, 00:00:00 ,62892
2024-05-15, 00:00:00 ,61528
2024-05-16, 00:00:00 ,66202
2024-05-17, 00:00:00 ,65217
2024-05-18, 00:00:00 ,67012
2024-05-19, 00:00:00 ,66902
2024-05-20, 00:00:00 ,66228
2024-05-21, 00:00:00 ,71469
2024-05-22, 00:00:00 ,70150
2024-05-23, 00:00:00 ,69154
2024-05-24, 00:00:00 ,67953
2024-05-25, 00:00:00 ,68548
2024-05-26, 00:00:00 ,69282
2024-05-27, 00:00:00 ,68476
2024-05-28, 00:00:00 ,69404
2024-05-29, 00:00:00 ,68358
2024-05-30, 00:00:00 ,67560
2024-05-31, 00:00:00 ,68343
2024-06-01, 00:00:00 ,67488
2024-06-02, 00:00:00 ,67710
2024-06-03, 00:00:00 ,67730
2024-06-04, 00:00:00 ,68821
2024-06-05, 00:00:00 ,70576
2024-06-06, 00:00:00 ,71130
2024-06-07, 00:00:00 ,70786
2024-06-08, 00:00:00 ,69300
2024-06-09, 00:00:00 ,69295
2024-06-10, 00:00:00 ,69628
2024-06-11, 00:00:00 ,69492
2024-06-12, 00:00:00 ,67276
2024-06-13, 00:00:00 ,68216
2024-06-14, 00:00:00 ,66709
2024-06-15, 00:00:00 ,65958
2024-06-16, 00:00:00 ,66146
2024-06-17, 00:00:00 ,66612
2024-06-18, 00:00:00 ,66452
2024-06-19, 00:00:00 ,65122
2024-06-20, 00:00:00 ,64933
2024-06-21, 00:00:00 ,64830
2024-06-22, 00:00:00 ,64094
2024-06-23, 00:00:00 ,64224
